text,hashtags,conclusi,percent
"RT @wannableidaehwi: ตะหวัดดีคั้บ วันนี้วนว.ได้ 1st win แล้วเย่
แจกๆ 
111 บาท + เฟรม วนว. 11*14 นิ้ว
และเราขอสุ่มจากอันนี้นะคะหาอันเก่าไม่เ…",,POSITIVE,75.79905986785889
"RT @0u0pp: #봄바람1stWin
#SpringBreeze1stWin

워너원 봄바람 첫 1위 축하해🎉🎉🎉💖💖💖💖💖💖 https://t.co/mWsIGjgxkt","봄바람1stWin, SpringBreeze1stWin, ",POSITIVE,75.79905986785889
"Gurbernur DKI Anies Baswedan menilai lahan disekitar kompleks Perumahan Pesona Kalisari, Kelurahan Kalisari, Kecama… https://t.co/1tnmuqNggF",,POSITIVE,75.1000702381134
"RT @212ReuniAkbar: Aksi Super Damai 212 Merupakan Bentuk Kerinduan Ummat Untuk Bersaudara Dan Bersatu
.
Apapun Harakah Mu,
Kami Saudara Mu.…",,POSITIVE,75.79905986785889
"RT @PunDaoEH: 🥰 WIN 1 ถ้วยแล้ววว 
แจกบั้มไม่แกะ 1 บั้มจ้าาา รีโลดดด
สุ่มพรุ่งนี้(พุธ28)  20.00 น. 🌟📚🌠
 #워너원 #wannaone
#봄바람1stWin #SpringBre…","워너원, wannaone, 봄바람1stWin, ",POSITIVE,75.79905986785889
RT @kyallenz: Stop degrading other women just because you want to give one your praise. Don’t ever compliment a woman by insulting another…,,POSITIVE,76.81742310523987
"RT @WANNAONETH_: [🏆] 181127 หนุ่มๆวอนนาวันได้อันดับที่ 1 จากรายการ The Show ด้วยคะแนน 10,000 คะแนนค่ะ ขอแสดงความยินดีกับหนุ่มๆด้วยนะคะ🎉✨ #S…",,POSITIVE,75.79905986785889
RT @Danik_Forever96: เย้ๆๆๆๆ 🎉🎉🎉👏🏻👏🏻เก่งจริงๆ 🏆 #SpringBreeze1stWin #강다니엘 https://t.co/V2n0VJBPL0,"SpringBreeze1stWin, 강다니엘, ",POSITIVE,75.79905986785889
"RT @Hibelleri: มาค่ะ แจกเงิน 101 บาท
สุ่มจากรีทวิตนี้เท่านั้น
ประกาศพรุ่งนี้หลังเราเลิกงานค่ะ
 
#SpringBreeze1stWin 
#WannaoneSpringBreeze…","SpringBreeze1stWin, WannaoneSpringBreeze, ",POSITIVE,75.79905986785889
"RT @realdefdanielss: WANNA ONE ALL ""FIRST"" WIN IN EVERY ERA 🎉🎉

Energetic-17/08/16 
Beautiful-17/11/22
Boomerang-18/03/23
Light-18/06/12
Sp…",,POSITIVE,75.79905986785889
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, ",POSITIVE,75.79905986785889
RT @DNKL____: แจกเงิน 11 บาท ฉลองให้กับถ้วยแรกของหนุ่มๆ 🏆🎉  rt อย่างเดียวนะคะ ขอคนมีบช.นะ เราไม่มีวอลเลท😚  #wannaone #SpringBreeze1stWin,"wannaone, SpringBreeze1stWin, ",POSITIVE,75.79905986785889
"RT @Wannaone_record: #SpringBreeze1stWin

워너원 첫 1위를 축하합니다🎉 트로피길 시작! https://t.co/6oTi6sRGsD","SpringBreeze1stWin, ",POSITIVE,75.79905986785889
"RT @Aom_bf: พึ่งเห็นว่าลืมติดแท็ก 😭 ขออนุญาติลงใหม่นะคะ 🙇🏻‍♀️

ฤกษ์งามยามดี เฟิร์สวินบั้มสุดท้าย✨
แจก One the world tour DVD 2 เซต
👉🏻 ให้คน…",,POSITIVE,75.21713376045227
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, ",POSITIVE,75.79905986785889
"RT @SeongWu367: 181125 상암팬싸
 #옹성우 #성우 #OngSeongwu #워너원 #WANNAONE #봄바람 #SpringBreeze1stWin https://t.co/ooOmRHa4AJ","옹성우, 성우, OngSeongwu, 워너원, WANNAONE, 봄바람, SpringBreeze1stWin, ",POSITIVE,75.79905986785889
"RT @mingy_mingy0106: 🎉สุ่มแจก..แจก🎉 1st WIN มาแล้ว ❤️❤️

⭐️ แจกเงิน 258 บาท = 1 รางวัล ⭐️
🌸 แค่รีทวิต ถึง10.25น.พุ่งนี้(28/11) 🌸

📌ถ้าไม่ไ…",,POSITIVE,75.79905986785889
"RT @jkvjmjhwi_: แจก 🎉🎊 น้องแดฮวี #이대휘 #DAEHWI 
รีทวิตนี้อย่างเดียวเลย 
•โปสเตอร์A4 
•การ์ด + สตก. 
แจกให้คนที่เอ็นดูน้องค่ะ 🐥💛 
ประกาศตอนไ…","이대휘, DAEHWI, ",POSITIVE,75.79905986785889
RT @kyallenz: Stop degrading other women just because you want to give one your praise. Don’t ever compliment a woman by insulting another…,,POSITIVE,76.81742310523987
"RT @0u0pp: #SpringBreeze1stWin

181127 더쇼 워너원 술래 (1/2) https://t.co/HibnljwsDQ","SpringBreeze1stWin, ",POSITIVE,75.79905986785889
RT @NielongTaken: สุดยอดไปเลยครับ ดีใจกับน้องๆด้วยนะครับ  🎉🎉🎉 #SpringBreeze1stWin  https://t.co/vsWunkcpHS,"SpringBreeze1stWin, ",POSITIVE,75.79905986785889
RT @WANNAONETH_: [#WannaOneDay] ได้สนุกไปกับรายการThe Showที่ทำให้หัวใจของWannableรู้สึกอบอุ่นกันรึเปล่าครับ? เพราะว่าของขวัญWannableมอบให้…,"WannaOneDay, ",POSITIVE,75.79905986785889
and what do they know about #SpringBreeze1stwin?,"SpringBreeze1stwin, ",POSITIVE,76.14517211914062
"RT @xiuarsyoonjwoo: Parabéns meus anjinhos, vocês merecem o mundo todo, que essa nova era lhes tragam coisas incríveis, obrigada por tudo,…",,POSITIVE,75.66363215446472
RT @parkwoojin_th: 181127 [#วอนนาวันเดย์] The Show วันนี้ที่สร้างจากหัวใจที่เต็มไปด้วยความอบอุ่นของวอนนาเบิ้ล ได้ดูกันอย่างดีใช่ไหมครับ? เพ…,"วอนนาวันเดย์, ",POSITIVE,75.79905986785889
"RT @realdefdanielss: WANNA ONE ALL ""FIRST"" WIN IN EVERY ERA 🎉🎉

Energetic-17/08/16 
Beautiful-17/11/22
Boomerang-18/03/23
Light-18/06/12
Sp…",,POSITIVE,75.79905986785889
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, ",POSITIVE,75.79905986785889
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, ",POSITIVE,75.79905986785889
#MataNajwaPSSIBisaApa https://t.co/ynLuHwAzju,"MataNajwaPSSIBisaApa, ",POSITIVE,75.79905986785889
"RT @Phatta_kim: แจกทองเหมือนเดิม😚
ทอง1กรัมจ้า ไม่ฟอลได้รับเพียงเงิน111บาทจ้า ทอง1กรัมประมาณ1600-1900บาทจ้า
ประกาศวันเกิดแดน ประกาศแท็กหา+จั…",,POSITIVE,75.79905986785889
"RT @Laeklin_: Giveaways ฉลองแจกบั้มวนว. 1 บั้ม 🏆🎉

กติกา
:  Re + Follow

🌸 สุ่มจาก follower 
🏆 ประกาศหลังคัมแบคจบค่ะ 
💚 ปั่นสตรีมให้วนว.กัน…",,POSITIVE,75.79905986785889
"RT @realdaniel_k: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, ",POSITIVE,75.79905986785889
"RT @imam_nahrawi: Mbak @najwashihab saya izin ikut upload ya. Semoga bisa jadi hasil baik untuk kemajuan sepakbola Indonesia. 

#MataNajwaP…",,POSITIVE,78.02862524986267
RT @Mirazrinaa: Sorry not sorry scha alyahya prettier than bella hadid https://t.co/qM1b3UQ1Ga,,POSITIVE,75.82987546920776
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, ",POSITIVE,75.79905986785889
"RT @SeongWu367: 181125 상암팬싸
 #옹성우 #성우 #OngSeongwu #워너원 #WANNAONE #봄바람 #SpringBreeze1stWin https://t.co/ooOmRHa4AJ","옹성우, 성우, OngSeongwu, 워너원, WANNAONE, 봄바람, SpringBreeze1stWin, ",POSITIVE,75.79905986785889
"RT @dear_ongsw: 181125 나는 술래에 우리 떵우는 경차알👮‍♂️
첫 일위 축하해 성우야아💕
#SpringBreeze1stWin
#옹성우 #OngSeongWu #워너원 #WANNAONE #져아해옹 #사랑해옹 https://t.co/8v…","SpringBreeze1stWin, 옹성우, OngSeongWu, 워너원, WANNAONE, 져아해옹, 사랑해옹, ",POSITIVE,75.79905986785889
"RT @Winkkyboy_JH: เนื่องจากได้10,000แต้มเป็นครั้งที่ 3  
แม่ประทับใจมาก  

ขออนุญาติแจก
 40 บาท 1 คน 
 11 บาท 10 คน  
= #แจก11 คนจ้า

รี+ฟอ…","แจก11, ",POSITIVE,75.79905986785889
"RT @soompi: WATCH: #WannaOne Makes Comeback On ""The Show"" With ""Spring Breeze"" And ""Hide And Seek"" #SpringBreeze1stWin https://t.co/eAhaDEX…","WannaOne, SpringBreeze1stWin, ",POSITIVE,75.79905986785889
RT @haikalclassic: Bella Hadid's here on the weekday cause she's already on the weeknd https://t.co/0bovgbOBfp,,POSITIVE,76.7699658870697
"RT @PunDaoEH: 🥰 WIN 1 ถ้วยแล้ววว 
แจกบั้มไม่แกะ 1 บั้มจ้าาา รีโลดดด
สุ่มพรุ่งนี้(พุธ28)  20.00 น. 🌟📚🌠
 #워너원 #wannaone
#봄바람1stWin #SpringBre…","워너원, wannaone, 봄바람1stWin, ",POSITIVE,75.79905986785889
"RT @Lean_days: แจกเงิน100บาท
รีไปเลยควั่บบบบบ 😚❤️

ประกาศ22:00 #SpringBreeze1stWin","SpringBreeze1stWin, ",POSITIVE,75.79905986785889
"RT @PunDaoEH: 🥰 WIN 1 ถ้วยแล้ววว 
แจกบั้มไม่แกะ 1 บั้มจ้าาา รีโลดดด
สุ่มพรุ่งนี้(พุธ28)  20.00 น. 🌟📚🌠
 #워너원 #wannaone
#봄바람1stWin #SpringBre…","워너원, wannaone, 봄바람1stWin, ",POSITIVE,75.79905986785889
"RT @hanauline: Bakal diusut ga nih kasus ini?
https://t.co/inIDD4PKxM
@PurworOjek @angelmaximilan @CebongBajaHitam @NurmaTgr @P3nj3l4j4h @j…",,POSITIVE,75.32494068145752
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, ",POSITIVE,75.79905986785889
RT @NielongTaken: สุดยอดไปเลยครับ ดีใจกับน้องๆด้วยนะครับ  🎉🎉🎉 #SpringBreeze1stWin  https://t.co/vsWunkcpHS,"SpringBreeze1stWin, ",POSITIVE,75.79905986785889
"Siapapun yang nantinya akan menjadi pemimpin sekaligus pembimbing di negeri ini, saya harap bisa melakukan perbaika… https://t.co/D6OnG1FbPH",,POSITIVE,77.45590806007385
"RT @PunDaoEH: 🥰 WIN 1 ถ้วยแล้ววว 
แจกบั้มไม่แกะ 1 บั้มจ้าาา รีโลดดด
สุ่มพรุ่งนี้(พุธ28)  20.00 น. 🌟📚🌠
 #워너원 #wannaone
#봄바람1stWin #SpringBre…","워너원, wannaone, 봄바람1stWin, ",POSITIVE,75.79905986785889
"RT @mingy_mingy0106: 🎉สุ่มแจก..แจก🎉 1st WIN มาแล้ว ❤️❤️

⭐️ แจกเงิน 258 บาท = 1 รางวัล ⭐️
🌸 แค่รีทวิต ถึง10.25น.พุ่งนี้(28/11) 🌸

📌ถ้าไม่ไ…",,POSITIVE,75.79905986785889
RT @Laeklin_: 📢 เตือน วนบนะต้ะ._. ใครจะสั่งของมาส @/darkmoon_jy คิดดีๆ ของเก่าไม่ส่งส่งไม่ครบ เงินไม่รีฟันให้ ตอนนี้ไล่ blockคนทวงอีก นี่ก้…,,POSITIVE,75.79905986785889
"RT @SeongWu367: 181125 상암팬싸
 #옹성우 #성우 #OngSeongwu #워너원 #WANNAONE #봄바람 #SpringBreeze1stWin https://t.co/GBpWSGsqRN","옹성우, 성우, OngSeongwu, 워너원, WANNAONE, 봄바람, SpringBreeze1stWin, ",POSITIVE,75.79905986785889
"RT @lxoyal: The Weeknd: “You are unforgettable” 
The Weeknd: “You” 
Bella Hadid: “me?”
The Weeknd: “yeah” https://t.co/9z7fCGrY9F",,POSITIVE,75.79905986785889
"RT @PunDaoEH: 🥰 WIN 1 ถ้วยแล้ววว 
แจกบั้มไม่แกะ 1 บั้มจ้าาา รีโลดดด
สุ่มพรุ่งนี้(พุธ28)  20.00 น. 🌟📚🌠
 #워너원 #wannaone
#봄바람1stWin #SpringBre…","워너원, wannaone, 봄바람1stWin, ",POSITIVE,75.79905986785889
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, ",POSITIVE,75.79905986785889
"もっと自信持って大丈夫だよ
自分の周りを見てみな
素晴らしい10人が一緒にいるんだから
いまあなたは輝いてる花見を歩いてるよ
そう伝えたい；；おめでとう；；
#봄바람1stWin
#SpringBreeze1stWin https://t.co/m3W4OyP8NU","봄바람1stWin, SpringBreeze1stWin, ",POSITIVE,75.79905986785889
"RT @Hibelleri: มาค่ะ แจกเงิน 101 บาท
สุ่มจากรีทวิตนี้เท่านั้น
ประกาศพรุ่งนี้หลังเราเลิกงานค่ะ
 
#SpringBreeze1stWin 
#WannaoneSpringBreeze…","SpringBreeze1stWin, WannaoneSpringBreeze, ",POSITIVE,75.79905986785889
RT @NielongTaken: สุดยอดไปเลยครับ ดีใจกับน้องๆด้วยนะครับ  🎉🎉🎉 #SpringBreeze1stWin  https://t.co/vsWunkcpHS,"SpringBreeze1stWin, ",POSITIVE,75.79905986785889
i love you all :&lt;,,POSITIVE,75.12224316596985
"RT @Aom_bf: พึ่งเห็นว่าลืมติดแท็ก 😭 ขออนุญาติลงใหม่นะคะ 🙇🏻‍♀️

ฤกษ์งามยามดี เฟิร์สวินบั้มสุดท้าย✨
แจก One the world tour DVD 2 เซต
👉🏻 ให้คน…",,POSITIVE,75.21713376045227
"RT @LembagaF: Tutur katamu terbata bata, tatapan matamu tertunduk, tak tampak seperti orang yg mengancam. 
Kami tunggu anda Norman (Ahok ce…",,POSITIVE,74.37969446182251
"RT @PunDaoEH: 🥰 WIN 1 ถ้วยแล้ววว 
แจกบั้มไม่แกะ 1 บั้มจ้าาา รีโลดดด
สุ่มพรุ่งนี้(พุธ28)  20.00 น. 🌟📚🌠
 #워너원 #wannaone
#봄바람1stWin #SpringBre…","워너원, wannaone, 봄바람1stWin, ",POSITIVE,75.79905986785889
"RT @JayapuraID: Julius Josel talenta muda Papua yg meraih dua gelar juara liga u-19 berturut turut di dua klub berbeda 
@persipura63 🏆 2017…",,POSITIVE,70.78438401222229
"RT @DDnxShop: ฉลองถ้วยแรกของเพลงนี้แงงงง เก่งกันมากๆเลยT_T 

แจกเงิน100บาท เข้าบช./วอลเลต/พร้อมเพย์ได้หมด แจก1คน

รีทวิตอย่างเดียวพอ ฟอลก็ไ…",,POSITIVE,75.79905986785889
"Sisca: itu Erika tau, Megalodon.  

#LRSA
#Rachel500Show","LRSA, Rachel500Show, ",POSITIVE,75.80890655517578
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, ",POSITIVE,75.79905986785889
RT @kangdanielpics: happy #SpringBreeze1stWin 🥰  https://t.co/JuAuOAp2XX,"SpringBreeze1stWin, ",POSITIVE,75.56378841400146
"RT @ongshot: ✨

#SpringBreeze1stWin
#옹성우 #ONGSEONGWU https://t.co/kgroB22xfI","SpringBreeze1stWin, 옹성우, ONGSEONGWU, ",POSITIVE,75.79905986785889
"RT @N92687455: 🎊ถ้วยแรกมาแย้วววว🎊 🏆 เย้ๆๆ👏🏻👏🏻

🔺11฿ 2คน รีไว้ เดี๋ยวมาสุ่มพน.

 #SpringBreeze1stWin https://t.co/tnTUo1uCet","SpringBreeze1stWin, ",POSITIVE,75.79905986785889
"RT @0u0pp: #봄바람1stWin
#SpringBreeze1stWin

워너원 봄바람 첫 1위 축하해🎉🎉🎉💖💖💖💖💖💖 https://t.co/mWsIGjgxkt","봄바람1stWin, SpringBreeze1stWin, ",POSITIVE,75.79905986785889
RT @HWANGMINHYUN_TH: [#วอนนาวันเดย์] วันนี้ได้ดูรายการ The Show ที่เราตั้งใจทำเพื่อให้หัวใจของวอนนาเบิลอบอุ่นกันไหมครับ? เพราะของขวัญที่วอน…,"วอนนาวันเดย์, ",POSITIVE,75.79905986785889
"RT @realdefdanielss: Daniels singing voice is so good😭👍

İ REPEAT

Daniel's singing voice is so good 😭👍

#SpringBreeze1stWin https://t.co/8…","SpringBreeze1stWin, ",POSITIVE,73.09931516647339
"RT @0u0pp: #SpringBreeze1stWin

181127 더쇼 워너원 봄바람 (2/2) https://t.co/L1s7eQFTS7","SpringBreeze1stWin, ",POSITIVE,75.79905986785889
"RT @hnurwahid: Reuni 212, MUI Jakarta:”Silakan Berbondong-bondong ke Monas”. Umat justru kuatkn NKRI,krn dulu tokoh Umat(M Natsir)lah yg jg…",,POSITIVE,73.99616837501526
RT @BAEJINYOUNG_TH: [#วอนนาวันเดย์] ได้ดูการแสดงที่สร้างขึ้นมาเพื่อทำให้หัวใจของวอนนาเบิลอบอุ่น กันเป็นอย่างดีเลยใช่ไหมครับ? ถุงร้อนไม่จำเ…,"วอนนาวันเดย์, ",POSITIVE,75.79905986785889
"RT @chamwink: our first win!!🎉🏆 
although the boys weren’t at the encore stage, congrats wanna one❤️

#봄바람1stWin 
#SpringBreeze1stWin https…","봄바람1stWin, SpringBreeze1stWin, ",POSITIVE,76.7225980758667
RT @NUMBERSIX_LOVE: Yay! Congratulations #WANNAONE on #SpringBreeze1stWin !!! https://t.co/0Gj6lI8hF0,"WANNAONE, SpringBreeze1stWin, ",POSITIVE,75.79905986785889
"RT @wannaone_strm: 🎉워너원 ’’봄바람” 더쇼 1위를 축하합니다🎉

워너원 “봄바람” 첫 1위 축하해요🏆
음악방송 축하 너무 오랜만이라 더 행복해요❤️
워너블 일주일동안 함께 달려줘서 고마워요! 더 많은 트로피를 가지러 함께 달려요💪🏻…",,POSITIVE,75.79905986785889
RT @tangthax: แจกธีมไลน์ 1 คนค้าบ เนื่องจากได้ถ้วยแล้ว😂 รีไว้เดี๋ยวมาประกาศตอน 3 ทุ่มนะคะ 🙆‍♀️💜 #SpringBreeze1stWin,"SpringBreeze1stWin, ",POSITIVE,75.79905986785889
"RT @mjhoon99_: 🎉🏆 ฉลอง​ 1st  Win : Spring Breeze
แจกตังค์​ 101  บาท​  1  คนค่ะ
ประกาศวันเสาร์ที่​ 1 ก.ย. เวลา​ 20.33 น.
สุ่มจากรีทวิตค่ะ​ 😊…",,POSITIVE,75.79905986785889
"RT @WANNAONE_TH: [INFO] เพลง Spring Breeze เป็นเพลงที่ 3 ที่มีคะแนนสูงสุดในรายการ The Show ด้วยคะแนน 10,000 คะแนนค่ะ🏆 

#SpringBreeze1stWin…","SpringBreeze1stWin, ",POSITIVE,75.79905986785889
"RT @thatsmyjh: รีไปเลย แจก 100 บาท
สุ่มตอนจบโปรโมท ไปดูmvกันเยอะๆ
#SpringBreeze1stWin https://t.co/Mw6ZyYXQ6M","SpringBreeze1stWin, ",POSITIVE,75.79905986785889
RT @Danik_Forever96: ผิวหนูกับเสืhออันไหนขาวกว่ากันแยกไม่ออกเลยยยย หล่อมากๆๆๆๆ  #강다니엘 #SpringBreeze1stWin https://t.co/NULBr0YPCZ,"강다니엘, SpringBreeze1stWin, ",POSITIVE,75.79905986785889
"RT @Aom_bf: พึ่งเห็นว่าลืมติดแท็ก 😭 ขออนุญาติลงใหม่นะคะ 🙇🏻‍♀️

ฤกษ์งามยามดี เฟิร์สวินบั้มสุดท้าย✨
แจก One the world tour DVD 2 เซต
👉🏻 ให้คน…",,POSITIVE,75.21713376045227
"RT @Black73694179: เย้!ดีใจด้วยน้าา เก่งงงมากกกๆเลย🎉✨
แจก! เงิน100฿ 2 คนไปเลยงับถ้วยแรกทั้งที สุ่มแล้วจะทักไปหาผู้โชคดีค่า
พร้อมส่งเลข บชช…",,POSITIVE,75.79905986785889
"RT @minmybae_: เนื่องจากวันนี้หนุ่มๆชนะในรายการเพลงเราแจกให้หมดเลย 1 คน รีทวิตโล้ดดดดดดด จะฟอลด้วยก็ได้น้าา5555
ปุกาศวันพน.4ทุ่มนะคะ💜💜💜😍😍…",,POSITIVE,75.79905986785889
"RT @realdefdanielss: WANNA ONE MUSIC SHOWS TROPHIES 👍🏆

Energetic - 🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆 

Beautiful - 🏆🏆🏆🏆🏆🏆🏆🏆

I.P.U. - 🏆🏆

Boomerang - 🏆🏆🏆🏆🏆🏆…",,POSITIVE,75.79905986785889
"RT @mjhoon99_: 🎉🏆 ฉลอง​ 1st  Win : Spring Breeze
แจกตังค์​ 101  บาท​  1  คนค่ะ
ประกาศวันเสาร์ที่​ 1 ก.ย. เวลา​ 20.33 น.
สุ่มจากรีทวิตค่ะ​ 😊…",,POSITIVE,75.79905986785889
"lalu ada kompetisi NETPAC dan Geber Award”, jelas Ismail Basbeth selaku Program Director JAFF.… https://t.co/2HGC80l981",,POSITIVE,75.79905986785889
#MataNajwaPSSIBisaApa https://t.co/75hgdIyOot,"MataNajwaPSSIBisaApa, ",POSITIVE,75.79905986785889
"RT @Chasedthestar: แจกสติ๊กเกอร์ไลน์ 50c 1รางวัล 
เนื่องจากเด็กๆ #SpringBreeze1stWin ค่า 
รีไว้เบยนะคะ😚","SpringBreeze1stWin, ",POSITIVE,75.79905986785889
"RT @peach_btwin: แจก!!! 101฿ 1 คน 
           11฿ 1 คนรีเลยยยย
#SpringBreeze1stwin 🌀🥳","SpringBreeze1stwin, ",POSITIVE,75.79905986785889
"RT @PingPg28: เปิดกิจจ้า ยินดีกับลูกๆได้ถ้วยเเรกเเล้วเก่งมากก🎉🏆💕
11฿👉🏻 1คน
1฿ 👉🏻4คน
กติกา
รี + เมนชั่นรูปเมนตัวเองในวนว.พร้อมติดเเท็ก #Spri…",,POSITIVE,75.79905986785889
"RT @imam_nahrawi: Mbak @najwashihab saya izin ikut upload ya. Semoga bisa jadi hasil baik untuk kemajuan sepakbola Indonesia. 

#MataNajwaP…",,POSITIVE,78.02862524986267
"RT @realdefdanielss: WANNA ONE MUSIC SHOWS TROPHIES 👍🏆

Energetic - 🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆 

Beautiful - 🏆🏆🏆🏆🏆🏆🏆🏆

I.P.U. - 🏆🏆

Boomerang - 🏆🏆🏆🏆🏆🏆…",,POSITIVE,75.79905986785889
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, ",POSITIVE,75.79905986785889
"RT @realdefdanielss: WANNA ONE MUSIC SHOWS TROPHIES 👍🏆

Energetic - 🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆 

Beautiful - 🏆🏆🏆🏆🏆🏆🏆🏆

I.P.U. - 🏆🏆

Boomerang - 🏆🏆🏆🏆🏆🏆…",,POSITIVE,75.79905986785889
"RT @SeongWu367: 181125 상암팬싸
 #옹성우 #성우 #OngSeongwu #워너원 #WANNAONE #봄바람 #SpringBreeze1stWin https://t.co/ooOmRHa4AJ","옹성우, 성우, OngSeongwu, 워너원, WANNAONE, 봄바람, SpringBreeze1stWin, ",POSITIVE,75.79905986785889
"RT @peach_btwin: แจก!!! 101฿ 1 คน 
           11฿ 1 คนรีเลยยยย
#SpringBreeze1stwin 🌀🥳","SpringBreeze1stwin, ",POSITIVE,75.79905986785889
"RT @minmybae_: เนื่องจากวันนี้หนุ่มๆชนะในรายการเพลงเราแจกให้หมดเลย 1 คน รีทวิตโล้ดดดดดดด จะฟอลด้วยก็ได้น้าา5555
ปุกาศวันพน.4ทุ่มนะคะ💜💜💜😍😍…",,POSITIVE,75.79905986785889
RT @NabellaAnuar: WEHHH SCHA AL YAHYA MCM BFF DGN BELLA HADID LA SIOT!!! https://t.co/Odcihsm8ku,,POSITIVE,75.79905986785889
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, ",POSITIVE,75.79905986785889
"RT @wannaone_strm: 🎉워너원 ’’봄바람” 더쇼 1위를 축하합니다🎉

워너원 “봄바람” 첫 1위 축하해요🏆
음악방송 축하 너무 오랜만이라 더 행복해요❤️
워너블 일주일동안 함께 달려줘서 고마워요! 더 많은 트로피를 가지러 함께 달려요💪🏻…",,POSITIVE,75.79905986785889
"RT @wannableidaehwi: ตะหวัดดีคั้บ วันนี้วนว.ได้ 1st win แล้วเย่
แจกๆ 
111 บาท + เฟรม วนว. 11*14 นิ้ว
และเราขอสุ่มจากอันนี้นะคะหาอันเก่าไม่เ…",,POSITIVE,75.79905986785889
"RT @soompi: WATCH: #WannaOne Makes Comeback On ""The Show"" With ""Spring Breeze"" And ""Hide And Seek"" #SpringBreeze1stWin https://t.co/eAhaDEX…","WannaOne, SpringBreeze1stWin, ",POSITIVE,75.79905986785889
