text,hashtags
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, "
RT @zingerburgers: none of yall who met bella hadid asked where she did her nose job...? im disappointed it would have been SO helpful for…,
"RT @minmybae_: เนื่องจากวันนี้หนุ่มๆชนะในรายการเพลงเราแจกให้หมดเลย 1 คน รีทวิตโล้ดดดดดดด จะฟอลด้วยก็ได้น้าา5555
ปุกาศวันพน.4ทุ่มนะคะ💜💜💜😍😍…",
"RT @my_baejy: แจกฉลองถ้วยแรกน้องค่าา😚😭🙏🙏
เงิน11฿ 11คนงั้บบฮื่อออ
กติกา รีไว้เลยยฟอลไว้ก็ได้ค่า
(ไม่แท็คน้ารงต.2นาที)
ปก.1ธ.คงั้บ
#WannaSpri…",
RT @dasobeautiful: รีอย่างเดียว แจกkkt แดเนียลค่ะ จะประกาศผลพรุ่งนี้!!!  #SpringBreeze1stWin,"SpringBreeze1stWin, "
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, "
"RT @jkvjmjhwi_: แจก 🎉🎊 น้องแดฮวี #이대휘 #DAEHWI 
รีทวิตนี้อย่างเดียวเลย 
•โปสเตอร์A4 
•การ์ด + สตก. 
แจกให้คนที่เอ็นดูน้องค่ะ 🐥💛 
ประกาศตอนไ…","이대휘, DAEHWI, "
"RT @WANNAONE_TH: [INFO] เพลง Spring Breeze เป็นเพลงที่ 3 ที่มีคะแนนสูงสุดในรายการ The Show ด้วยคะแนน 10,000 คะแนนค่ะ🏆 

#SpringBreeze1stWin…","SpringBreeze1stWin, "
"RT @mintbeyun: แจกยาสีฟันรสน้องจีฮุน เนื่องจากปาทับใจ ♡ 
สุ่มจากรีทวิต+ฟอลด้วยก็ได้   #SpringBreeze1stWin https://t.co/LgIYaxekGf","SpringBreeze1stWin, "
RT @svnbf7_: แจก11บาท มีน้อยแต่อยากแจก มาเร้ว #SpringBreeze1stWin,"SpringBreeze1stWin, "
RT @Lury_yonna: Orang yang tidak bisa menyampaikan sesuatu dengan sederhana bisa jadi dia sendiri tidak Memahaminya  -kutipan - #karniilyas…,"karniilyas, "
"RT @0u0pp: #SpringBreeze1stWin

181127 더쇼 워너원 봄바람 (2/2) https://t.co/L1s7eQFTS7","SpringBreeze1stWin, "
"RT @soompi: WATCH: #WannaOne Takes #SpringBreeze1stWin With Perfect Score On ""The Show"" https://t.co/eAhaDEXs4Q https://t.co/GfhSX6pJA9","WannaOne, SpringBreeze1stWin, "
"RT @deepinrealsky_: Give Away! 🌸 รีอย่างเดียวจ้า
หรือจะฟอลก็ได้ เราแจกเรื่อยๆ 🧸! !
เนื่องใน #SpringBreeze1stwin ของหนุ่มๆ #WANNAONE ที่เรา…","SpringBreeze1stwin, WANNAONE, "
"RT @muimeemum: เนื่องจากวนว.ได้ 1st win
แจกคนละชิ้น
รี+ฟอล
ไม่เสียค่าส่งค่า 
สุ่ม21:30
 #SpringBreeze1stWin https://t.co/AAcUGIBbRo","SpringBreeze1stWin, "
RT @hwbhyunbinkidx: เนื่องจากเพลงแฟนผมได้เฟิร์สวินแจก 50c 3คนครับ สุ่มจากรีวันอาทิตย์ #SpringBreeze1stWin,"SpringBreeze1stWin, "
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, "
"RT @Winkkyboy_JH: เนื่องจากได้10,000แต้มเป็นครั้งที่ 3  
แม่ประทับใจมาก  

ขออนุญาติแจก
 40 บาท 1 คน 
 11 บาท 10 คน  
= #แจก11 คนจ้า

รี+ฟอ…","แจก11, "
"RT @KangDan67893358: เก่งมากๆเลย 💓 
รี+ฟอล แจก 10.12฿ 2คน
ปก.วันเกิดเเดน 🎂
#SpringBreeze1stWin #wannaone https://t.co/IFugbe2Hs6","SpringBreeze1stWin, wannaone, "
"RT @PunDaoEH: 🥰 WIN 1 ถ้วยแล้ววว 
แจกบั้มไม่แกะ 1 บั้มจ้าาา รีโลดดด
สุ่มพรุ่งนี้(พุธ28)  20.00 น. 🌟📚🌠
 #워너원 #wannaone
#봄바람1stWin #SpringBre…","워너원, wannaone, 봄바람1stWin, "
"RT @itc940322: https://t.co/MPt6p7S7Dk
#하성운 #SpringBreeze1stWin https://t.co/aCh9WB6zOC","하성운, SpringBreeze1stWin, "
"RT @muimeemum: เนื่องจากวนว.ได้ 1st win
แจกคนละชิ้น
รี+ฟอล
ไม่เสียค่าส่งค่า 
สุ่ม21:30
 #SpringBreeze1stWin https://t.co/AAcUGIBbRo","SpringBreeze1stWin, "
"RT @WANNAONETH_: [🏆] 181127 หนุ่มๆวอนนาวันได้อันดับที่ 1 จากรายการ The Show ด้วยคะแนน 10,000 คะแนนค่ะ ขอแสดงความยินดีกับหนุ่มๆด้วยนะคะ🎉✨ #S…",
"RT @wannableidaehwi: ตะหวัดดีคั้บ วันนี้วนว.ได้ 1st win แล้วเย่
แจกๆ 
111 บาท + เฟรม วนว. 11*14 นิ้ว
และเราขอสุ่มจากอันนี้นะคะหาอันเก่าไม่เ…",
"RT @PunDaoEH: 🥰 WIN 1 ถ้วยแล้ววว 
แจกบั้มไม่แกะ 1 บั้มจ้าาา รีโลดดด
สุ่มพรุ่งนี้(พุธ28)  20.00 น. 🌟📚🌠
 #워너원 #wannaone
#봄바람1stWin #SpringBre…","워너원, wannaone, 봄바람1stWin, "
"RT @95xSTORE_: ˖ ̷ ̷❮♡̶ แจก 🎉° ᐩ❱ ̷ ̷
เนื่องจาก #SpringBreeze1stWin
แจกสตก.ไลน์ : 2 รางวัล 
(เลือกลายได้เองนะคะ)
🔥กติกา : ฟอล + รีทวิต
ประก…","SpringBreeze1stWin, "
RT @GiftbyGiftziiez: แจกวอลเลทสำหรับถ้วยแรก ประเดิมกั๊บ💗 50 บาทเด้อ ให้ทั้งฟลว.กับวนบ.หรือทุกคนที่เอ็นดูวนว. 😭✌🏻 ขอให้มีถ้วยเรื่อยๆตามมานะเ…,
"RT @Fill_ctp: มาถ้วยแรกกก ฮือออจะร้องไห้ 
-แจกตัง 10บ 3 คน ไม่แท๊กนะ
ขอคนที่มีพร้อมเพย์นะคะ ดีใจและขอบคุณความพยายามของทุกคนนะㅠㅠㅠ #SpringBre…",
"RT @WANNAONE_TH: [INFO] เพลง Spring Breeze เป็นเพลงที่ 3 ที่มีคะแนนสูงสุดในรายการ The Show ด้วยคะแนน 10,000 คะแนนค่ะ🏆 

#SpringBreeze1stWin…","SpringBreeze1stWin, "
RT @Mirazrinaa: Sorry not sorry scha alyahya prettier than bella hadid https://t.co/qM1b3UQ1Ga,
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, "
RT @callmepjh: แจกค่ะ เนื่องจากหนุ่มๆๆๆของเราได้ที่1 😭 รีไปเลยค่ะไม่ต้องฟอลก็ได้รีเลยจ้าาาา ประกาศพรุ่งนี้ตอน 6:00 นะคะ #springbreeze1stwin…,"springbreeze1stwin, "
Tema #ILCMasjidTerpaparRadikal ini cuma bakal bikin debat kusir aja mempertajam saling benci yg gak pernah sampe se… https://t.co/HxCSmjdr8G,"ILCMasjidTerpaparRadikal, "
"RT @pamsmtzx: - แจกโพลาลอยด์น้องอูจินค้าบเนื่องในโอกาสที่วนวในถ้วยแรก💫
- แค่รีอย่างเดียวฮับบ
- สุ่มวันที่30พ.ย เวลา20:30✨
#ตลาดนัดWANNAONE️…","ตลาดนัดWANNAONE️, "
RT @ezzhasya: @Mirazrinaa both of them are pretty. jangan sampai bella hadid pula kata dia disappointed dengan rakyat malaysia punya attitu…,
RT @KuanlinTH: [🏆] 181127 เพลง ‘봄바람 (Spring Breeze)’ ของหนุ่มๆ #WannaOne ได้รับอันดับที่ 1 ในรายการ The Show วันนี้ค่ะ เป็นเฟิร์สวินเลย ยิน…,"WannaOne, "
"RT @chandra_CoNdOl: @NajwaShihab
#MataNajwaPSSIBisaApa
KONI dan MENPORA harus ambil tindakan https://t.co/fydvLgMRRZ","MataNajwaPSSIBisaApa, "
RT @selowkan: Saya lejih merisaukan masjid kosong daripada isu fiktif masjid terpapar radilal #ILCMasjidTerpaparRadikal,"ILCMasjidTerpaparRadikal, "
"RT @soompi: WATCH: #WannaOne Makes Comeback On ""The Show"" With ""Spring Breeze"" And ""Hide And Seek"" #SpringBreeze1stWin https://t.co/eAhaDEX…","WannaOne, SpringBreeze1stWin, "
"RT @itc940322: https://t.co/MPt6p7S7Dk
#하성운 #SpringBreeze1stWin https://t.co/aCh9WB6zOC","하성운, SpringBreeze1stWin, "
"RT @ongshot: ✨

#SpringBreeze1stWin
#옹성우 #ONGSEONGWU https://t.co/kgroB22xfI","SpringBreeze1stWin, 옹성우, ONGSEONGWU, "
RT @kangdanielpart: #SpringBreeze1stWin https://t.co/kj2Vnt280B,"SpringBreeze1stWin, "
"RT @pxxkjh: (💘) แจกสร้อยคอไนท์คริสตัล 1 เส้นงับ
ฟอล @vipxxw +รีทวิต
ประกาศวันเกิดน้งแดน #SpringBreeze1stWin ⭐ https://t.co/kkW7YUrnca","SpringBreeze1stWin, "
"RT @Fnz_Kpop: แจก‼️ เครื่องรางญี่ปุ่น

จะประกาศผลแล้วน้า

#SpringBreeze1stWin #ThankUSooooMuch #NESTIVAL2018 #BLACKPINK2019WORLDTOURinbkk #…","SpringBreeze1stWin, ThankUSooooMuch, NESTIVAL2018, BLACKPINK2019WORLDTOURinbkk, "
"Setuju, lumayan banyak dulu dongkrak nilai raport. Hehehe",
"RT @peach_btwin: แจก!!! 101฿ 1 คน 
           11฿ 1 คนรีเลยยยย
#SpringBreeze1stwin 🌀🥳","SpringBreeze1stwin, "
"RT @HWANGMINHYUN_TH: [🎬] ยินดีกับหนุ่มๆ #WANNAONE ด้วยนะคะ วันนี้ได้ #SpringBreeze1stWIN จากรายการ THE SHOWค่ะ 😭💕🎉

#황민현 #ฮวังมินฮยอน #มินฮ…","WANNAONE, SpringBreeze1stWIN, 황민현, ฮวังมินฮยอน, "
Pancasila itu sudah finish bukan final. Kata @rockygerung #ILCMasjidTerpaparRadikal,"ILCMasjidTerpaparRadikal, "
"RT @blooxxxxxx: ฉลองน้องๆได้เฟิร์สวิน💓 #SpringBreeze1stWin 
แค่รีทวิต แจก10/5บาท 3 คน
#WANNAONE","SpringBreeze1stWin, WANNAONE, "
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, "
"RT @Itsztampcy: ไปค่ะ ฉลอง 1st win 🎉🎉
แจกเสื้อ HEC KOREACONCERT ✔
เป็นของออฟนะคะ  เป็นไซส์ M ทั้งหมดค่า แจก 5 ตัวนะคะ
แจกเพราะคะแนนเต็มด้วย…",
"RT @andiWz82: Bang karni mantep banget nyari kata2 dah...abis gunRomli cape2 ngomong penutupnya nampar bgt, wkwkkk.... #ILCMasjidTerpaparRa…",
RT @HypeMY: Bella Hadid and her Nasi Lemak experience. https://t.co/1VgVL704Ak,
RT @kyallenz: Stop degrading other women just because you want to give one your praise. Don’t ever compliment a woman by insulting another…,
"RT @imam_nahrawi: Mbak @najwashihab saya izin ikut upload ya. Semoga bisa jadi hasil baik untuk kemajuan sepakbola Indonesia. 

#MataNajwaP…",
"RT @RajaPurwa: Guntur Romli dah ngoceh dari A ampe Z,  ehhh ditutup ama @karniilyas , orang yang tidak mampu menjelaskan dengan bahasa sede…",
"RT @HWANGMINHYUN_TH: [🎬] ยินดีกับหนุ่มๆ #WANNAONE ด้วยนะคะ วันนี้ได้ #SpringBreeze1stWIN จากรายการ THE SHOWค่ะ 😭💕🎉

#황민현 #ฮวังมินฮยอน #มินฮ…","WANNAONE, SpringBreeze1stWIN, 황민현, ฮวังมินฮยอน, "
RT @ILCtv1: #ILCMasjidTerpaparRadikal | @haikal_hassan @ustadtengkuzul TVONE SEKARANG! https://t.co/XtZ9iwOHr9,"ILCMasjidTerpaparRadikal, "
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, "
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, "
"RT @PunDaoEH: 🥰 WIN 1 ถ้วยแล้ววว 
แจกบั้มไม่แกะ 1 บั้มจ้าาา รีโลดดด
สุ่มพรุ่งนี้(พุธ28)  20.00 น. 🌟📚🌠
 #워너원 #wannaone
#봄바람1stWin #SpringBre…","워너원, wannaone, 봄바람1stWin, "
"RT @SeongWu367: 181125 상암팬싸
 #옹성우 #성우 #OngSeongwu #워너원 #WANNAONE #봄바람 #SpringBreeze1stWin https://t.co/ooOmRHa4AJ","옹성우, 성우, OngSeongwu, 워너원, WANNAONE, 봄바람, SpringBreeze1stWin, "
"RT @kxnxkrxt_: ♡แจกกก เพราะผู้ชายของเราเฟิร์สวินน #SpringBreeze1stWin 🎉
💌แจกธีมไลน์ 50c 1 คน
💌สติ๊กเกอร์ไลน์ 50c 1 คน
รีอย่างเดียวเลยค่าา ใ…","SpringBreeze1stWin, "
"RT @P_PanGkoki: 🏆 เย้ๆๆ ถ้วยเเรกกก ☺️
ยินดีด้วยนะคับบบบบบบบ  🎉
  #WANNAONE   #SpringBreeze1stWin https://t.co/X4dBONTEZD","WANNAONE, SpringBreeze1stWin, "
"RT @WANNAONE_TH: [🎉] เพลง Spring Breeze ได้อันดับ 1 ในรายการ The Show ประจำสัปดาห์นี้ค่ะ  🏆

#SpringBreeze1stWin 
#워너원 #WannaOne https://t.…","SpringBreeze1stWin, 워너원, WannaOne, "
"RT @wannaone_strm: 🎉워너원 ’’봄바람” 더쇼 1위를 축하합니다🎉

워너원 “봄바람” 첫 1위 축하해요🏆
음악방송 축하 너무 오랜만이라 더 행복해요❤️
워너블 일주일동안 함께 달려줘서 고마워요! 더 많은 트로피를 가지러 함께 달려요💪🏻…",
"RT @imam_nahrawi: Mbak @najwashihab saya izin ikut upload ya. Semoga bisa jadi hasil baik untuk kemajuan sepakbola Indonesia. 

#MataNajwaP…",
"RT @my_baejy: แจกฉลองถ้วยแรกน้องค่าา😚😭🙏🙏
เงิน11฿ 11คนงั้บบฮื่อออ
กติกา รีไว้เลยยฟอลไว้ก็ได้ค่า
(ไม่แท็คน้ารงต.2นาที)
ปก.1ธ.คงั้บ
#WannaSpri…",
"RT @habbo_94: #하성운 
#SpringBreeze1stWin 
https://t.co/PEfyCuMB1I
https://t.co/bhMmyszboY https://t.co/vDQS5ogFL9","하성운, SpringBreeze1stWin, "
"RT @fdhfgh22675854: รีทวิต
แจกเงิน11บาท1คน ประกาศ5ทุ่ม(ฟอลก็ได้ไม่ฟอลก็ได้) #SpringBreeze1stWin","SpringBreeze1stWin, "
"RT @xxmnsx: เฟิสวินพอดี ❤️
📌แจกเพราะมาสแถมมาให้ เป็นกระจกแฟนอาร์ตองเนียลจากมาส @.J88on

💚รีทวิตนี้+เมนชั่นรูปเนียลอง
   **ฟอลไม่ฟอลก็ได้งับ…",
"RT @_____nnrefixB: เนื่องจากวันนี้มีแต่เรื่องดีๆ✨
แจก พลร.ไซส์2*3 กันน้ำ 1รางวัล(คนเดียวได้หมดนี่เลยย)
🚩กติกา : รีทวิตนี้
‼️ส่งฟรีไปเลยย เร…",
RT @hwbhyunbinkidx: เนื่องจากเพลงแฟนผมได้เฟิร์สวินแจก 50c 3คนครับ สุ่มจากรีวันอาทิตย์ #SpringBreeze1stWin,"SpringBreeze1stWin, "
"@EstebanFps @realmadrid @Benzema @GarethBale11 @Cristiano @Cristiano le hizo 5 goles al espanyol en liga, podría hacerlos en champions.",
RT @kyallenz: Stop degrading other women just because you want to give one your praise. Don’t ever compliment a woman by insulting another…,
"RT @RajaPurwa: Guntur Romli dah ngoceh dari A ampe Z,  ehhh ditutup ama @karniilyas , orang yang tidak mampu menjelaskan dengan bahasa sede…",
"RT @refty_fachri: Mntap ustd tengku zul.. *Adil itu dari bhs Arab, Islam lah yg membawa keadilan di Indonesia.. Alhamdulillah nambah ilmu😊❤…",
RT @DNKL____: แจกเงิน 11 บาท ฉลองให้กับถ้วยแรกของหนุ่มๆ 🏆🎉  rt อย่างเดียวนะคะ ขอคนมีบช.นะ เราไม่มีวอลเลท😚  #wannaone #SpringBreeze1stWin,"wannaone, SpringBreeze1stWin, "
"RT @angaekkott: 안녕하새오 하얗고 예븐 조랭이떡이에오
#하성운 #SpringBreeze1stWin
https://t.co/y8LFheu4dI https://t.co/y5IXykVNz8","하성운, SpringBreeze1stWin, "
"RT @pudding_129: 만점으로 더쇼 봄바람 1위 !!  
#Springbreeze1stWin https://t.co/p6989kQ2ok","Springbreeze1stWin, "
RT @bbbapbie: ได้ถ้วยแรกแล้ว🎉🏆 สุ่มแจกเงิน 11.11  1คน รีอย่างเดียวไม่ต้องฟอลงับ 💘💘💘💘 สุ่ม4ทุ่มนะ #SpringBreeze1stWin https://t.co/YwTaISqzbY,"SpringBreeze1stWin, "
RT @Danik_Forever96: เสียงแดนเพราะมากๆๆๆๆ ภูมิใจในความฝึกฝนและพยายามนะแดนนน  เก่งมากๆ หล่อมากๆ ด้วยยย 👏🏻👏🏻👏🏻👏🏻 #강다니엘 #SpringBreeze1stWin ht…,"강다니엘, SpringBreeze1stWin, "
@PackFutbol Lo q está claro es DAZN puede tener la champions y liga si llega a un acuerdo con Movistar conforme tri… https://t.co/akLBiZM5nJ,
RT @NabilHussein: Let's just agree both of them are prettier than you sorry not sorry https://t.co/uL5GvZtQFq,
"RT @Army_Bo12: 🤗แงงงดีใจได้ถ้วยแล้วว แจก 10บาท (วอลเล็ต) 1คน รีโล้ดดดดดดด
เดี๋ยวมาสุ่ม พน ค่าา ❤
#SpringBreeze1stWin","SpringBreeze1stWin, "
#MataNajwaPSSIBisaApa si jabatan ganda,"MataNajwaPSSIBisaApa, "
@MataNajwa #MataNajwaPSSIBisaApa https://t.co/SRT1c1iV56,"MataNajwaPSSIBisaApa, "
"RT @0u0pp: #SpringBreeze1stWin

181127 더쇼 워너원 봄바람 (1/2) https://t.co/tZS2csfEJW","SpringBreeze1stWin, "
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, "
"RT @RajaPurwa: Guntur Romli dah ngoceh dari A ampe Z,  ehhh ditutup ama @karniilyas , orang yang tidak mampu menjelaskan dengan bahasa sede…",
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, "
Nung comeback show nakabutones pa yan ah. So ano daniel pakitaan na ng dibdib ha,
"RT @Hibelleri: มาค่ะ แจกเงิน 101 บาท
สุ่มจากรีทวิตนี้เท่านั้น
ประกาศพรุ่งนี้หลังเราเลิกงานค่ะ
 
#SpringBreeze1stWin 
#WannaoneSpringBreeze…","SpringBreeze1stWin, WannaoneSpringBreeze, "
"""Sekelas BIN percaya penelitian ini, penelitian ini enggak laku kalau di Universitas Sumatera Utara, di buang di to… https://t.co/MAELVH2oye",
"RT @kwlpykoom: หล่อทุกคนทำได้ดีทุกคนรักกกก
🎉แจกเงิน101 1คน 
🎉แจกเงิน111 1 คน
🎉วอลเลต10บาท 2 คน
รีไว้เลยค่ะประกาศ00:00
ปล.เมนชั้นรูปเนียลองห…",
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, "
RT @filmwlk: แจก101บาทค่ะ รีไว้เลย สุ่มคืนนี้4ทุ่มน้า🙆🏻‍♀️💖 #SpringBreeze1stWin #워너원 https://t.co/a0fWKAtxMO,"SpringBreeze1stWin, 워너원, "
"RT @DDnxShop: ฉลองถ้วยแรกของเพลงนี้แงงงง เก่งกันมากๆเลยT_T 

แจกเงิน100บาท เข้าบช./วอลเลต/พร้อมเพย์ได้หมด แจก1คน

รีทวิตอย่างเดียวพอ ฟอลก็ไ…",
RT @Danik_Forever96: เสียงแดนเพราะมากๆๆๆๆ ภูมิใจในความฝึกฝนและพยายามนะแดนนน  เก่งมากๆ หล่อมากๆ ด้วยยย 👏🏻👏🏻👏🏻👏🏻 #강다니엘 #SpringBreeze1stWin ht…,"강다니엘, SpringBreeze1stWin, "
"RT @Strawbaew: YEAY!!! #SpringBreeze1stWin 
aku mau ngadain Giveaway pulsa 10k aja buat 1 orang
Rt aja!!
Gak usah follow tapi kalo mau mutu…","SpringBreeze1stWin, "
"@ILCtv1 Orang yg tidak bisa menjelaskan secara sederhana,  kemungkinan dia tidak menguasai persoalan nya -albert ei… https://t.co/Ve8rO29uP7",
"RT @danieldotcom_: 🎉WannaOne THE SHOW 1위를 축하합니다🎉

#봄바람 첫 1위를 축하한다녤😭
오늘도 너무 멋졌어요!!!!

#봄바람1stWin
#SpringBreeze1stWin

#워너원 #WannaOne #강다니엘 #…","봄바람, 봄바람1stWin, SpringBreeze1stWin, 워너원, WannaOne, 강다니엘, "
"RT @peach_btwin: แจก!!! 101฿ 1 คน 
           11฿ 1 คนรีเลยยยย
#SpringBreeze1stwin 🌀🥳","SpringBreeze1stwin, "
RT @bbbapbie: ได้ถ้วยแรกแล้ว🎉🏆 สุ่มแจกเงิน 11.11  1คน รีอย่างเดียวไม่ต้องฟอลงับ 💘💘💘💘 สุ่ม4ทุ่มนะ #SpringBreeze1stWin https://t.co/YwTaISqzbY,"SpringBreeze1stWin, "
"RT @ongmp4: 더쇼 현장 스케치 봄바람

https://t.co/9IzpdeEOcG
#SpringBreeze1stWin #옹성우 1위 축하해 💙 https://t.co/bziQyENMwc","SpringBreeze1stWin, 옹성우, "
RT @modernmodeIs: bella hadid https://t.co/CjcW5Iuix4,
"RT @wannaone_strm: 🎉워너원 ’’봄바람” 더쇼 1위를 축하합니다🎉

워너원 “봄바람” 첫 1위 축하해요🏆
음악방송 축하 너무 오랜만이라 더 행복해요❤️
워너블 일주일동안 함께 달려줘서 고마워요! 더 많은 트로피를 가지러 함께 달려요💪🏻…",
"RT @fdhfgh22675854: รีทวิต
แจกเงิน11บาท1คน ประกาศ5ทุ่ม(ฟอลก็ได้ไม่ฟอลก็ได้) #SpringBreeze1stWin","SpringBreeze1stWin, "
RT @PenguinONGONG: congratulations! 🎉 #SpringBreeze1stWin https://t.co/IOeF09ypWR,"SpringBreeze1stWin, "
"RT @realdefdanielss: WANNA ONE MUSIC SHOWS TROPHIES 👍🏆

Energetic - 🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆 

Beautiful - 🏆🏆🏆🏆🏆🏆🏆🏆

I.P.U. - 🏆🏆

Boomerang - 🏆🏆🏆🏆🏆🏆…",
it's what they deserve and you can't tell me otherwise #SpringBreeze1stWin https://t.co/bxDL9Lmb37,"SpringBreeze1stWin, "
"RT @my_baejy: แจกฉลองถ้วยแรกน้องค่าา😚😭🙏🙏
เงิน11฿ 11คนงั้บบฮื่อออ
กติกา รีไว้เลยยฟอลไว้ก็ได้ค่า
(ไม่แท็คน้ารงต.2นาที)
ปก.1ธ.คงั้บ
#WannaSpri…",
"RT @_fukotriple0825: เสียงของพี่ซองอู งุ้ง 💛
#SpringBreeze1stWin https://t.co/oGHp7ronAU","SpringBreeze1stWin, "
RT @hardsalehelpme: แจกสะสมแต้มบุญหน่อยค่ะ แจกเงิน 111 บาท 1 คน ยินดีๆ กับเฟิร์สวินเด็กๆด้วยจ้า 🎉💝 #SpringBreeze1stWin รีก็พอจ้า ประกาศสี่…,"SpringBreeze1stWin, "
"RT @Phatta_kim: แจกทองเหมือนเดิม😚
ทอง1กรัมจ้า ไม่ฟอลได้รับเพียงเงิน111บาทจ้า ทอง1กรัมประมาณ1600-1900บาทจ้า
ประกาศวันเกิดแดน ประกาศแท็กหา+จั…",
RT @Plai_kodchakorn: ถ้าแจกโฟโต้การ์ดkihno ver 1ใบ ให้เลือกระหว่างพี่จีซองกับพี่ซองอุน เราออกค่าส่งให้ สุ่มวันที่1ธันวา รายงานตัว2นาที ปล.ข…,
RT @NabilHussein: Let's just agree both of them are prettier than you sorry not sorry https://t.co/uL5GvZtQFq,
"RT @HWANGMINHYUN_TH: [🎬] ยินดีกับหนุ่มๆ #WANNAONE ด้วยนะคะ วันนี้ได้ #SpringBreeze1stWIN จากรายการ THE SHOWค่ะ 😭💕🎉

#황민현 #ฮวังมินฮยอน #มินฮ…","WANNAONE, SpringBreeze1stWIN, 황민현, ฮวังมินฮยอน, "
"RT @11EndisBegin: #EndingIsBeginning 
—กิจกรรมที่2—
วันนี้วนว.ได้1st win ในรายการ The show เราเลยจะแจก การ์ดในKihno ver.เพิ่ม 1 เซต 
—รีทวิ…","EndingIsBeginning, "
"RT @blooxxxxxx: ฉลองน้องๆได้เฟิร์สวิน💓 #SpringBreeze1stWin 
แค่รีทวิต แจก10/5บาท 3 คน
#WANNAONE","SpringBreeze1stWin, WANNAONE, "
"RT @aquadaniel1210: [ 20181127 ] 더쇼

https://t.co/IF28c9WEnJ (4.9mb)

#강다니엘 #kangdaniel 
#봄바람 #SpringBreeze1stWin https://t.co/PhugOwFMm3","강다니엘, kangdaniel, 봄바람, SpringBreeze1stWin, "
RT @kyallenz: Stop degrading other women just because you want to give one your praise. Don’t ever compliment a woman by insulting another…,
"Saya suka dgn  kutipan Bung Karni Ilyas, asli nendang banget.
#ILCMasjidTerpaparRadikal","ILCMasjidTerpaparRadikal, "
